# $ this file belongs to the Molcas repository $
# this file defines aliases for basis set for.each atom
# Format:
#Basis_name Alias(real file)
#H.Ano-s   H.Ano-s...1s.
#

Ir.ANO-RCC-VQZP                          Ir.ANO-RCC...9s8p6d4f3g2h.
Pt.ANO-RCC-MB                            Pt.ANO-RCC...6s5p3d1f.
Pt.ANO-RCC-VDZ                           Pt.ANO-RCC...7s6p4d1f.
Pt.ANO-RCC-VDZP                          Pt.ANO-RCC...7s6p4d2f.
Pt.ANO-RCC-VTZP                          Pt.ANO-RCC...8s7p5d3f1g.
Pt.ANO-RCC-VQZP                          Pt.ANO-RCC...9s8p6d4f3g2h.
Au.ANO-RCC-MB                            Au.ANO-RCC...6s5p3d1f.
Au.ANO-RCC-VDZ                           Au.ANO-RCC...7s6p4d1f.
Au.ANO-RCC-VDZP                          Au.ANO-RCC...7s6p4d2f.
Au.ANO-RCC-VTZP                          Au.ANO-RCC...8s7p5d3f1g.
Au.ANO-RCC-VQZP                          Au.ANO-RCC...9s8p6d4f3g2h.
Hg.ANO-RCC-MB                            Hg.ANO-RCC...6s5p3d1f.
Hg.ANO-RCC-VDZ                           Hg.ANO-RCC...7s6p4d1f.
Hg.ANO-RCC-VDZP                          Hg.ANO-RCC...7s6p4d2f.
Hg.ANO-RCC-VTZP                          Hg.ANO-RCC...8s7p5d3f1g.
Hg.ANO-RCC-VQZP                          Hg.ANO-RCC...9s8p6d4f3g2h.
Tl.ANO-RCC-MB                            Tl.ANO-RCC...6s5p3d1f.
Tl.ANO-RCC-VDZ                           Tl.ANO-RCC...7s6p3d1f.
Tl.ANO-RCC-VDZP                          Tl.ANO-RCC...7s6p4d2f1g.
Tl.ANO-RCC-VTZP                          Tl.ANO-RCC...8s7p5d3f2g.
Tl.ANO-RCC-VQZP                          Tl.ANO-RCC...9s8p6d4f3g.
Pb.ANO-RCC-MB                            Pb.ANO-RCC...6s5p3d1f.
Pb.ANO-RCC-VDZ                           Pb.ANO-RCC...7s6p3d1f.
Pb.ANO-RCC-VDZP                          Pb.ANO-RCC...7s6p4d2f1g.
Pb.ANO-RCC-VTZP                          Pb.ANO-RCC...8s7p5d3f2g.
Pb.ANO-RCC-VQZP                          Pb.ANO-RCC...9s8p6d4f3g.
Bi.ANO-RCC-MB                            Bi.ANO-RCC...6s5p3d1f.
Bi.ANO-RCC-VDZ                           Bi.ANO-RCC...7s6p3d1f.
Bi.ANO-RCC-VDZP                          Bi.ANO-RCC...7s6p4d2f1g.
Bi.ANO-RCC-VTZP                          Bi.ANO-RCC...8s7p5d3f2g.
Bi.ANO-RCC-VQZP                          Bi.ANO-RCC...9s8p6d4f3g.
Po.ANO-RCC-MB                            Po.ANO-RCC...6s5p3d1f.
Po.ANO-RCC-VDZ                           Po.ANO-RCC...7s6p3d1f.
Po.ANO-RCC-VDZP                          Po.ANO-RCC...7s6p4d2f1g.
Po.ANO-RCC-VTZP                          Po.ANO-RCC...8s7p5d3f2g.
Po.ANO-RCC-VQZP                          Po.ANO-RCC...9s8p6d4f3g.
At.ANO-RCC-MB                            At.ANO-RCC...6s5p3d1f.
At.ANO-RCC-VDZ                           At.ANO-RCC...7s6p3d1f.
At.ANO-RCC-VDZP                          At.ANO-RCC...7s6p4d2f1g.
At.ANO-RCC-VTZP                          At.ANO-RCC...8s7p5d3f2g.
At.ANO-RCC-VQZP                          At.ANO-RCC...9s8p6d4f3g.
Rn.ANO-RCC-MB                            Rn.ANO-RCC...6s5p3d1f.
Rn.ANO-RCC-VDZ                           Rn.ANO-RCC...7s6p3d1f.
Rn.ANO-RCC-VDZP                          Rn.ANO-RCC...7s6p4d2f1g.
Rn.ANO-RCC-VTZP                          Rn.ANO-RCC...8s7p5d3f2g.
Rn.ANO-RCC-VQZP                          Rn.ANO-RCC...9s8p6d4f3g.
Fr.ANO-RCC-MB                            Fr.ANO-RCC...7s6p3d1f.
Fr.ANO-RCC-VDZ                           Fr.ANO-RCC...8s7p3d1f.
Fr.ANO-RCC-VDZP                          Fr.ANO-RCC...8s7p4d2f1g.
Fr.ANO-RCC-VTZP                          Fr.ANO-RCC...9s8p5d3f2g.
Fr.ANO-RCC-VQZP                          Fr.ANO-RCC...10s9p6d4f2g.
Ra.ANO-RCC-MB                            Ra.ANO-RCC...7s6p3d1f.
Ra.ANO-RCC-VDZ                           Ra.ANO-RCC...8s7p3d1f.
Ra.ANO-RCC-VDZP                          Ra.ANO-RCC...8s7p4d2f1g.
Ra.ANO-RCC-VTZP                          Ra.ANO-RCC...9s8p5d3f2g.
Ra.ANO-RCC-VQZP                          Ra.ANO-RCC...10s9p6d4f2g.
Ac.ANO-RCC-MB                            Ac.ANO-RCC...7s6p4d2f.
Ac.ANO-RCC-VDZ                           Ac.ANO-RCC...8s7p5d3f.
Ac.ANO-RCC-VDZP                          Ac.ANO-RCC...8s7p5d3f1g.
Ac.ANO-RCC-VTZP                          Ac.ANO-RCC...9s8p6d4f2g1h.
Ac.ANO-RCC-VQZP                          Ac.ANO-RCC...10s9p7d5f3g2h.
Th.ANO-RCC-MB                            Th.ANO-RCC...7s6p4d2f.
Th.ANO-RCC-VDZ                           Th.ANO-RCC...8s7p5d3f.
Th.ANO-RCC-VDZP                          Th.ANO-RCC...8s7p5d3f1g.
Th.ANO-RCC-VTZP                          Th.ANO-RCC...9s8p6d4f2g1h.
Th.ANO-RCC-VQZP                          Th.ANO-RCC...10s9p7d5f3g2h.
Pa.ANO-RCC-MB                            Pa.ANO-RCC...7s6p4d2f.
Pa.ANO-RCC-VDZ                           Pa.ANO-RCC...8s7p5d3f.
Pa.ANO-RCC-VDZP                          Pa.ANO-RCC...8s7p5d3f1g.
Pa.ANO-RCC-VTZP                          Pa.ANO-RCC...9s8p6d4f2g1h.
Pa.ANO-RCC-VQZP                          Pa.ANO-RCC...10s9p7d5f3g2h.
U.ANO-RCC-MB                             U.ANO-RCC...7s6p4d2f.
U.ANO-RCC-VDZ                            U.ANO-RCC...8s7p5d3f.
U.ANO-RCC-VDZP                           U.ANO-RCC...8s7p5d3f1g.
U.ANO-RCC-VTZP                           U.ANO-RCC...9s8p6d4f2g1h.
U.ANO-RCC-VQZP                           U.ANO-RCC...10s9p7d5f3g2h.
Np.ANO-RCC-MB                            Np.ANO-RCC...7s6p4d2f.
Np.ANO-RCC-VDZ                           Np.ANO-RCC...8s7p5d3f.
Np.ANO-RCC-VDZP                          Np.ANO-RCC...8s7p5d3f1g.
Np.ANO-RCC-VTZP                          Np.ANO-RCC...9s8p6d4f2g1h.
Np.ANO-RCC-VQZP                          Np.ANO-RCC...10s9p7d5f3g2h.
Pu.ANO-RCC-MB                            Pu.ANO-RCC...7s6p4d2f.
Pu.ANO-RCC-VDZ                           Pu.ANO-RCC...8s7p5d3f.
Pu.ANO-RCC-VDZP                          Pu.ANO-RCC...8s7p5d3f1g.
Pu.ANO-RCC-VTZP                          Pu.ANO-RCC...9s8p6d4f2g1h.
Pu.ANO-RCC-VQZP                          Pu.ANO-RCC...10s9p7d5f3g2h.
Am.ANO-RCC-MB                            Am.ANO-RCC...7s6p4d2f.
Am.ANO-RCC-VDZ                           Am.ANO-RCC...8s7p5d3f.
Am.ANO-RCC-VDZP                          Am.ANO-RCC...8s7p5d3f1g.
Am.ANO-RCC-VTZP                          Am.ANO-RCC...9s8p6d4f2g1h.
Am.ANO-RCC-VQZP                          Am.ANO-RCC...10s9p7d5f3g2h.
Cm.ANO-RCC-MB                            Cm.ANO-RCC...7s6p4d2f.
Cm.ANO-RCC-VDZ                           Cm.ANO-RCC...8s7p5d3f.
Cm.ANO-RCC-VDZP                          Cm.ANO-RCC...8s7p5d3f1g.
Cm.ANO-RCC-VTZP                          Cm.ANO-RCC...9s8p6d4f2g1h.
Cm.ANO-RCC-VQZP                          Cm.ANO-RCC...10s9p7d5f3g2h.

H.ANO-ORCA-MB                             H.ANO-ORCA...1s.
H.ANO-ORCA-VDZ                            H.ANO-ORCA...2s.
H.ANO-ORCA-VDZP                           H.ANO-ORCA...2s1p.
H.ANO-ORCA-VTZP                           H.ANO-ORCA...3s2p1d.
H.ANO-ORCA-VQZP                           H.ANO-ORCA...4s3p2d1f.
He.ANO-ORCA-MB                            He.ANO-ORCA...1s.
He.ANO-ORCA-VDZ                           He.ANO-ORCA...2s.
He.ANO-ORCA-VDZP                          He.ANO-ORCA...2s1p.
He.ANO-ORCA-VTZP                          He.ANO-ORCA...3s2p1d.
He.ANO-ORCA-VQZP                          He.ANO-ORCA...4s3p2d1f.
Li.ANO-ORCA-MB                            Li.ANO-ORCA...2s1p.
Li.ANO-ORCA-VDZ                           Li.ANO-ORCA...3s2p.
Li.ANO-ORCA-VDZP                          Li.ANO-ORCA...3s2p1d.
Li.ANO-ORCA-VTZP                          Li.ANO-ORCA...4s3p2d1f.
Li.ANO-ORCA-VTZ                           Li.ANO-ORCA...4s3p2d.
Li.ANO-ORCA-VQZP                          Li.ANO-ORCA...5s3p2d1f.
Be.ANO-ORCA-MB                            Be.ANO-ORCA...2s1p.
Be.ANO-ORCA-VDZ                           Be.ANO-ORCA...3s2p.
Be.ANO-ORCA-VDZP                          Be.ANO-ORCA...3s2p1d.
Be.ANO-ORCA-VTZP                          Be.ANO-ORCA...4s3p2d1f.
Be.ANO-ORCA-VTZ                           Be.ANO-ORCA...4s3p2d.
Be.ANO-ORCA-VQZP                          Be.ANO-ORCA...5s3p2d1f.
B.ANO-ORCA-MB                             B.ANO-ORCA...2s1p.
B.ANO-ORCA-VDZ                            B.ANO-ORCA...3s2p.
B.ANO-ORCA-VDZP                           B.ANO-ORCA...3s2p1d.
B.ANO-ORCA-VTZP                           B.ANO-ORCA...4s3p2d1f.
B.ANO-ORCA-VTZ                            B.ANO-ORCA...4s3p2d.
B.ANO-ORCA-VQZP                           B.ANO-ORCA...5s4p3d2f1g.
C.ANO-ORCA-MB                             C.ANO-ORCA...2s1p.
C.ANO-ORCA-VDZ                            C.ANO-ORCA...3s2p.
C.ANO-ORCA-VDZP                           C.ANO-ORCA...3s2p1d.
C.ANO-ORCA-VTZ                            C.ANO-ORCA...4s3p2d.
C.ANO-ORCA-VTZP                           C.ANO-ORCA...4s3p2d1f.
C.ANO-ORCA-VQZP                           C.ANO-ORCA...5s4p3d2f1g.
N.ANO-ORCA-MB                             N.ANO-ORCA...2s1p.
N.ANO-ORCA-VDZ                            N.ANO-ORCA...3s2p.
N.ANO-ORCA-VDZP                           N.ANO-ORCA...3s2p1d.
N.ANO-ORCA-VTZ                            N.ANO-ORCA...4s3p2d.
N.ANO-ORCA-VTZP                           N.ANO-ORCA...4s3p2d1f.
N.ANO-ORCA-VQZP                           N.ANO-ORCA...5s4p3d2f1g.
O.ANO-ORCA-MB                             O.ANO-ORCA...2s1p.
O.ANO-ORCA-VDZ                            O.ANO-ORCA...3s2p.
O.ANO-ORCA-VDZP                           O.ANO-ORCA...3s2p1d.
O.ANO-ORCA-VTZP                           O.ANO-ORCA...4s3p2d1f.
O.ANO-ORCA-VTZ                            O.ANO-ORCA...4s3p2d.
O.ANO-ORCA-VQZP                           O.ANO-ORCA...5s4p3d2f1g.
F.ANO-ORCA-MB                             F.ANO-ORCA...2s1p.
F.ANO-ORCA-VDZ                            F.ANO-ORCA...3s2p.
F.ANO-ORCA-VDZP                           F.ANO-ORCA...3s2p1d.
F.ANO-ORCA-VTZ                            F.ANO-ORCA...4s3p2d.
F.ANO-ORCA-VTZP                           F.ANO-ORCA...4s3p2d1f.
F.ANO-ORCA-VQZP                           F.ANO-ORCA...5s4p3d2f1g.
Ne.ANO-ORCA-MB                            Ne.ANO-ORCA...2s1p.
Ne.ANO-ORCA-VDZ                           Ne.ANO-ORCA...3s2p.
Ne.ANO-ORCA-VDZP                          Ne.ANO-ORCA...3s2p1d.
Ne.ANO-ORCA-VTZ                           Ne.ANO-ORCA...4s3p2d.
Ne.ANO-ORCA-VTZP                          Ne.ANO-ORCA...4s3p2d1f.
Ne.ANO-ORCA-VQZP                          Ne.ANO-ORCA...5s4p3d2f1g.
Na.ANO-ORCA-MB                            Na.ANO-ORCA...3s2p.
Na.ANO-ORCA-VDZ                           Na.ANO-ORCA...4s3p.
Na.ANO-ORCA-VDZP                          Na.ANO-ORCA...4s3p1d.
Na.ANO-ORCA-VTZ                           Na.ANO-ORCA...5s3p2d.
Na.ANO-ORCA-VTZP                          Na.ANO-ORCA...5s3p2d1f.
Na.ANO-ORCA-VQZP                          Na.ANO-ORCA...6s3p2d1f.
Mg.ANO-ORCA-MB                            Mg.ANO-ORCA...3s2p.
Mg.ANO-ORCA-VDZ                           Mg.ANO-ORCA...4s3p.
Mg.ANO-ORCA-VDZP                          Mg.ANO-ORCA...4s3p1d.
Mg.ANO-ORCA-VTZ                           Mg.ANO-ORCA...5s3p2d.
Mg.ANO-ORCA-VTZP                          Mg.ANO-ORCA...5s3p2d1f.
Mg.ANO-ORCA-VQZP                          Mg.ANO-ORCA...6s3p2d1f.
Al.ANO-ORCA-MB                            Al.ANO-ORCA...3s2p.
Al.ANO-ORCA-VDZ                           Al.ANO-ORCA...4s3p.
Al.ANO-ORCA-VDZP                          Al.ANO-ORCA...4s3p1d.
Al.ANO-ORCA-VTZ                           Al.ANO-ORCA...5s4p2d.
Al.ANO-ORCA-VTZP                          Al.ANO-ORCA...5s4p2d1f.
Al.ANO-ORCA-VQZP                          Al.ANO-ORCA...6s5p3d2f1g.
Si.ANO-ORCA-MB                            Si.ANO-ORCA...3s2p.
Si.ANO-ORCA-VDZ                           Si.ANO-ORCA...4s3p.
Si.ANO-ORCA-VDZP                          Si.ANO-ORCA...4s3p1d.
Si.ANO-ORCA-VTZ                           Si.ANO-ORCA...5s4p2d.
Si.ANO-ORCA-VTZP                          Si.ANO-ORCA...5s4p2d1f.
Si.ANO-ORCA-VQZP                          Si.ANO-ORCA...6s5p3d2f1g.
P.ANO-ORCA-MB                             P.ANO-ORCA...3s2p.
P.ANO-ORCA-VDZ                            P.ANO-ORCA...4s3p.
P.ANO-ORCA-VDZP                           P.ANO-ORCA...4s3p1d.
P.ANO-ORCA-VTZ                            P.ANO-ORCA...5s4p2d.
P.ANO-ORCA-VTZP                           P.ANO-ORCA...5s4p2d1f.
P.ANO-ORCA-VQZP                           P.ANO-ORCA...6s5p3d2f1g.
S.ANO-ORCA-MB                             S.ANO-ORCA...3s2p.
S.ANO-ORCA-VDZ                            S.ANO-ORCA...4s3p.
S.ANO-ORCA-VDZP                           S.ANO-ORCA...4s3p1d.
S.ANO-ORCA-VTZ                            S.ANO-ORCA...5s4p2d.
S.ANO-ORCA-VTZP                           S.ANO-ORCA...5s4p2d1f.
S.ANO-ORCA-VQZP                           S.ANO-ORCA...6s5p3d2f1g.
Cl.ANO-ORCA-MB                            Cl.ANO-ORCA...3s2p.
Cl.ANO-ORCA-VDZ                           Cl.ANO-ORCA...4s3p.
Cl.ANO-ORCA-VDZP                          Cl.ANO-ORCA...4s3p1d.
Cl.ANO-ORCA-VTZ                           Cl.ANO-ORCA...5s4p2d.
Cl.ANO-ORCA-VTZP                          Cl.ANO-ORCA...5s4p2d1f.
Cl.ANO-ORCA-VQZP                          Cl.ANO-ORCA...6s5p3d2f1g.
Ar.ANO-ORCA-MB                            Ar.ANO-ORCA...3s2p.
Ar.ANO-ORCA-VDZ                           Ar.ANO-ORCA...4s3p.
Ar.ANO-ORCA-VDZP                          Ar.ANO-ORCA...4s3p1d.
Ar.ANO-ORCA-VTZ                           Ar.ANO-ORCA...5s4p2d.
Ar.ANO-ORCA-VTZP                          Ar.ANO-ORCA...5s4p2d1f.
Ar.ANO-ORCA-VQZP                          Ar.ANO-ORCA...6s5p3d2f1g.
